an	26	鞍	11579
an	26	谙	6174
an	26	氨	2112
an	26	胺	1174
an	26	鹌	1153
an	26	桉	1066
an	26	犴	802
an	26	唵	377
an	26	铵	129
an	26	埯	52
an	26	盦	23
an	26	𩽾	7
an	26	垵	5
ang	264	昂	80972
ang	264	肮	14717
ang	264	盎	8678
ang	264	卬	265
ao	26	傲	190525
ao	26	奥	180716
ao	26	熬	45832
ao	26	敖	27108
ao	26	澳	23261
ao	26	凹	20644
ao	26	懊	20550
ao	26	嗷	17032
ao	26	拗	9593
ao	26	袄	9096
ao	26	鳌	6289
ao	26	翱	5945
ao	26	獒	5756
ao	26	骜	5585
ao	26	坳	3440
ao	26	鏖	2590
ao	26	遨	2435
ao	26	媪	921
ao	26	螯	533
ao	26	岙	528
ao	26	璈	438
ao	26	鏊	393
ao	26	聱	100
ao	26	廒	31
ao	26	奡	19
ao	26	隩	6
ao	26	薁	5
ao	26	嶅	0
ba	22	把	3798288
ba	22	吧	2403165
ba	22	八	740031
ba	22	爸	541485
ba	22	巴	523594
ba	22	罢	242362
ba	22	拔	177503
ba	22	霸	133104
ba	22	疤	31337
ba	22	跋	26559
ba	22	扒	25334
ba	22	叭	23566
ba	22	芭	14409
ba	22	靶	11461
ba	22	坝	10236
ba	22	耙	3977
ba	22	笆	3384
ba	22	魃	2205
ba	22	粑	1704
ba	22	钯	872
ba	22	灞	868
ba	22	捌	415
ba	22	鲅	390
ba	22	岜	273
ba	22	鲃	40
ba	22	菝	15
ba	22	蚆	8
ba	22	胈	5
ba	22	羓	3
ba	22	朳	1
ba	22	妭	0
bai	224	白	2322211
bai	224	百	962451
bai	224	败	364055
bai	224	摆	349256
bai	224	拜	242993
bai	224	柏	56086
bai	224	掰	10932
bai	224	伯	1734
bai	224	佰	1600
bai	224	稗	965
bai	224	捭	617
ban	226	半	1095098
ban	226	办	956075
ban	226	般	940949
ban	226	板	466756
ban	226	班	459772
ban	226	伴	189544
ban	226	版	138140
ban	226	搬	106566
ban	226	扮	102939
ban	226	斑	53974
ban	226	扳	22636
ban	226	瓣	22056
ban	226	绊	16942
ban	226	颁	15165
ban	226	拌	12927
ban	226	阪	3695
ban	226	坂	2872
ban	226	瘢	390
ban	226	钣	127
ban	226	癍	95
ban	226	攽	21
ban	226	柈	20
ban	226	昄	6
ban	226	湴	2
ban	226	靽	2
ban	226	𨭉	0
bang	2264	帮	901633
bang	2264	膀	163712
bang	2264	邦	114842
bang	2264	棒	77284
bang	2264	绑	58012
bang	2264	榜	41985
bang	2264	傍	34850
bang	2264	磅	10605
bang	2264	梆	5442
bang	2264	镑	4747
bang	2264	谤	4578
bang	2264	蚌	3936
bang	2264	浜	1079
bang	2264	蒡	70
bang	2264	𠳐	6
bang	2264	玤	3
bang	2264	搒	1
bang	2264	塝	0
bao	226	保	859752
bao	226	报	856017
bao	226	包	667583
bao	226	宝	564720
bao	226	抱	519992
bao	226	暴	286045
bao	226	爆	199957
bao	226	薄	143289
bao	226	堡	100994
bao	226	饱	82039
bao	226	豹	58129
bao	226	胞	46906
bao	226	剥	42275
bao	226	鲍	23115
bao	226	褒	9130
bao	226	刨	8691
bao	226	苞	7827
bao	226	鸨	7173
bao	226	曝	6457
bao	226	煲	3617
bao	226	葆	3519
bao	226	雹	2984
bao	226	褓	2108
bao	226	炮	1000
bao	226	龅	789
bao	226	孢	455
bao	226	趵	341
bao	226	枹	113
bao	226	瀑	1
bei	234	被	2998064
bei	234	备	823555
bei	234	北	718033
bei	234	背	642470
bei	234	呗	317817
bei	234	杯	301690
bei	234	辈	281934
bei	234	悲	238519
bei	234	贝	211741
bei	234	倍	124204
bei	234	卑	82925
bei	234	惫	40277
bei	234	碑	34260
bei	234	狈	33949
bei	234	蓓	12618
bei	234	悖	5666
bei	234	孛	3274
bei	234	焙	1206
bei	234	邶	1064
bei	234	陂	947
bei	234	钡	386
bei	234	褙	243
bei	234	碚	151
bei	234	鞴	71
bei	234	鐾	47
bei	234	鹎	22
bei	234	棓	6
bei	234	糒	6
bei	234	琲	4
bei	234	椑	2
bei	234	臂	1
bei	234	鞁	1
bei	234	𬇙	0
ben	236	本	2579524
ben	236	奔	264800
ben	236	笨	100829
ben	236	贲	4601
ben	236	苯	3045
ben	236	锛	483
ben	236	畚	155
ben	236	犇	89
ben	236	坌	44
ben	236	倴	3
ben	236	栟	2
ben	236	夯	0
beng	2364	崩	61288
beng	2364	蹦	49581
beng	2364	绷	29020
beng	2364	迸	17662
beng	2364	甭	10111
beng	2364	嘣	4487
beng	2364	泵	1553
beng	2364	镚	111
beng	2364	甏	65
beng	2364	琫	5
beng	2364	祊	2
beng	2364	蚌	1
bi	24	比	1844194
bi	24	必	940785
bi	24	毕	433506
bi	24	笔	273860
bi	24	避	268046
bi	24	闭	241527
bi	24	鼻	197996
bi	24	逼	192855
bi	24	屄	191391
bi	24	臂	190591
bi	24	壁	182739
bi	24	彼	141382
bi	24	碧	113618
bi	24	币	104705
bi	24	陛	76314
bi	24	鄙	56240
bi	24	蔽	36096
bi	24	匕	35573
bi	24	毙	32880
bi	24	辟	29251
bi	24	婢	24051
bi	24	弊	20759
bi	24	璧	14608
bi	24	庇	12566
bi	24	敝	10151
bi	24	痹	9748
bi	24	弼	8249
bi	24	俾	3864
bi	24	裨	2321
bi	24	薜	2167
bi	24	哔	1931
bi	24	愎	1389
bi	24	吡	694
bi	24	跸	627
bi	24	妣	609
bi	24	篦	550
bi	24	荜	550
bi	24	狴	536
bi	24	贲	460
bi	24	毖	423
bi	24	蓖	317
bi	24	嬖	299
bi	24	筚	290
bi	24	髀	253
bi	24	荸	223
bi	24	濞	191
bi	24	畀	189
bi	24	赑	144
bi	24	秕	123
bi	24	箅	101
bi	24	芘	101
bi	24	佛	100
bi	24	襞	82
bi	24	苾	68
bi	24	滗	47
bi	24	铋	43
bi	24	庳	36
bi	24	萆	36
bi	24	皕	27
bi	24	咇	26
bi	24	舭	20
bi	24	沘	19
bi	24	珌	18
bi	24	觱	16
bi	24	鲾	16
bi	24	诐	14
bi	24	邲	9
bi	24	佖	7
bi	24	馝	3
bi	24	坒	2
bi	24	泌	1
bi	24	秘	1
bian	2426	边	2448615
bian	2426	便	1735257
bian	2426	变	1428820
bian	2426	遍	247865
bian	2426	编	167598
bian	2426	辩	83564
bian	2426	鞭	64899
bian	2426	辨	51442
bian	2426	扁	37657
bian	2426	辫	17059
bian	2426	贬	16755
bian	2426	蝙	16004
bian	2426	匾	7782
bian	2426	卞	6201
bian	2426	汴	5636
bian	2426	弁	1461
bian	2426	砭	771
bian	2426	煸	641
bian	2426	褊	272
bian	2426	笾	102
bian	2426	鳊	98
bian	2426	昪	96
bian	2426	忭	74
bian	2426	苄	51
bian	2426	抃	26
bian	2426	碥	16
bian	2426	萹	5
bian	2426	𨚕	0
biao	2426	表	1303318
biao	2426	标	352517
biao	2426	镖	64000
biao	2426	彪	42248
biao	2426	飙	12231
biao	2426	婊	9991
biao	2426	骠	3168
biao	2426	镳	3137
biao	2426	膘	2359
biao	2426	裱	1746
biao	2426	杓	404
biao	2426	飑	158
biao	2426	俵	157
biao	2426	鳔	114
biao	2426	摽	90
biao	2426	瘭	35
biao	2426	熛	13
biao	2426	藨	8
biao	2426	儦	5
biao	2426	骉	2
biao	2426	瀌	1
biao	2426	幖	0
biao	2426	脿	0
bie	243	别	2000757
bie	243	憋	41712
bie	243	瘪	11246
bie	243	鳖	6999
bie	243	蹩	3620
bie	243	癿	4
bin	246	宾	117598
bin	246	彬	60398
bin	246	斌	48027
bin	246	滨	26667
bin	246	鬓	11728
bin	246	缤	7365
bin	246	镔	6859
bin	246	濒	6797
bin	246	槟	4489
bin	246	殡	4016
bin	246	膑	1802
bin	246	摈	914
bin	246	玢	592
bin	246	傧	331
bin	246	豳	226
bin	246	邠	159
bin	246	髌	106
bing	2464	并	1624589
bing	2464	兵	1226804
bing	2464	冰	534562
bing	2464	病	505956
bing	2464	柄	76845
bing	2464	饼	40371
bing	2464	禀	34572
bing	2464	秉	19831
bing	2464	丙	11170
bing	2464	炳	9133
bing	2464	槟	4489
bing	2464	摒	4066
bing	2464	屏	1000
bing	2464	邴	522
bing	2464	昺	146
bing	2464	栟	2
bing	2464	蛃	0
bo	26	波	377782
bo	26	伯	289144
bo	26	博	186289
bo	26	薄	143289
bo	26	脖	119048
bo	26	拨	105755
bo	26	播	84353
bo	26	勃	81808
bo	26	玻	74100
bo	26	膊	73983
bo	26	柏	56086
bo	26	搏	49712
bo	26	驳	46073
bo	26	剥	42275
bo	26	泊	41521
bo	26	簸	9837
bo	26	帛	8139
bo	26	钵	7494
bo	26	跛	5214
bo	26	渤	4217
bo	26	菠	4056
bo	26	礴	4039
bo	26	孛	3274
bo	26	啵	2483
bo	26	舶	2433
bo	26	卜	2000
bo	26	饽	1827
bo	26	铂	1444
bo	26	钹	1376
bo	26	箔	1233
bo	26	亳	842
bo	26	擘	803
bo	26	趵	341
bo	26	檗	246
bo	26	鹁	100
bo	26	僰	88
bo	26	踣	83
bo	26	镈	54
bo	26	砵	18
bo	26	鲌	14
bo	26	哱	11
bo	26	嶓	11
bo	26	浡	6
bo	26	馞	4
bo	26	𬭛	2
bo	26	桲	1
bo	26	艴	1
bo	26	蕃	1
bo	26	欂	0
bo	26	袯	0
bu	28	不	2985809
bu	28	部	1972176
bu	28	步	1077549
bu	28	布	591571
bu	28	补	212484
bu	28	怖	103474
bu	28	捕	87090
bu	28	卜	57367
bu	28	簿	9481
bu	28	埔	6340
bu	28	哺	5193
bu	28	埠	3319
bu	28	卟	2250
bu	28	堡	1000
bu	28	逋	438
bu	28	钚	376
bu	28	晡	112
bu	28	瓿	75
bu	28	醭	23
bu	28	蔀	18
bu	28	埗	6
bu	28	𬷕	0
ca	22	擦	172541
ca	22	嚓	16791
cai	224	才	2774963
cai	224	菜	288767
cai	224	彩	274800
cai	224	采	264104
cai	224	财	235676
cai	224	材	212793
cai	224	猜	185595
cai	224	蔡	86233
cai	224	裁	79360
cai	224	踩	66021
cai	224	睬	18741
cai	224	偲	33
can	226	参	387049
can	226	残	232905
can	226	惨	222830
can	226	餐	201053
can	226	灿	71504
can	226	惭	27081
can	226	蚕	15234
can	226	璨	8551
can	226	粲	2974
can	226	骖	155
can	226	黪	80
can	226	䅟	1
cang	2264	藏	339641
cang	2264	苍	194304
cang	2264	仓	68847
cang	2264	舱	43880
cang	2264	沧	37794
cang	2264	伧	660
cang	2264	鸧	18
cao	226	草	411706
cao	226	操	235165
cao	226	肏	180000
cao	226	艹	146000
cao	226	曹	18328
cao	226	嘈	15262
cao	226	糙	12840
cao	226	槽	12412
cao	226	漕	2663
cao	226	屮	2222
cao	226	芔	1111
cao	226	艚	50
cao	226	螬	26
cao	226	𥕢	0
ce	23	测	288406
ce	23	侧	199092
ce	23	册	53084
ce	23	策	52131
ce	23	厕	45544
ce	23	恻	7439
cen	236	岑	10316
cen	236	涔	5665
cen	236	参	1
ceng	2364	曾	621971
ceng	2364	层	390823
ceng	2364	蹭	26351
ceng	2364	噌	4924
ceng	2364	嶒	35
cha	242	差	573616
cha	242	查	417554
cha	242	察	413974
cha	242	茶	248811
cha	242	插	167435
cha	242	诧	61708
cha	242	叉	54152
cha	242	岔	23623
cha	242	嚓	16791
cha	242	茬	13642
cha	242	衩	3768
cha	242	碴	3602
cha	242	姹	3350
cha	242	杈	2758
cha	242	搽	2390
cha	242	刹	1000
cha	242	檫	683
cha	242	槎	419
cha	242	汊	389
cha	242	镲	187
cha	242	锸	103
cha	242	馇	99
cha	242	垞	42
cha	242	侘	30
cha	242	猹	29
cha	242	蹅	27
cha	242	嵖	15
cha	242	𥻗	3
cha	242	喳	1
chai	2424	拆	99444
chai	2424	柴	61680
chai	2424	钗	18040
chai	2424	差	10000
chai	2424	豺	3825
chai	2424	侪	647
chai	2424	茝	389
chai	2424	虿	124
chai	2424	瘥	45
chan	2426	产	617667
chan	2426	颤	194953
chan	2426	缠	145147
chan	2426	禅	46691
chan	2426	蝉	26987
chan	2426	搀	21047
chan	2426	铲	20146
chan	2426	婵	16719
chan	2426	掺	12439
chan	2426	阐	11957
chan	2426	忏	8687
chan	2426	馋	8379
chan	2426	潺	7363
chan	2426	蟾	5236
chan	2426	谄	5048
chan	2426	谗	3541
chan	2426	孱	2698
chan	2426	冁	1196
chan	2426	澶	453
chan	2426	觇	167
chan	2426	镡	141
chan	2426	羼	134
chan	2426	廛	131
chan	2426	巉	114
chan	2426	蒇	81
chan	2426	韂	77
chan	2426	躔	47
chan	2426	刬	35
chan	2426	浐	34
chan	2426	襜	31
chan	2426	瀍	25
chan	2426	骣	23
chan	2426	镵	10
chan	2426	旵	8
chan	2426	啴	6
chan	2426	梴	3
chan	2426	儳	1
chan	2426	单	1
chan	2426	辿	0
chan	2426	𬊤	0
chang	24264	长	3100060
chang	24264	常	1623697
chang	24264	场	1443226
chang	24264	唱	214664
chang	24264	厂	140040
chang	24264	尝	127841
chang	24264	昌	87938
chang	24264	畅	66298
chang	24264	肠	64217
chang	24264	偿	58352
chang	24264	敞	32687
chang	24264	怅	19456
chang	24264	倡	15456
chang	24264	娼	10278
chang	24264	嫦	8971
chang	24264	猖	8948
chang	24264	裳	6543
chang	24264	昶	2483
chang	24264	徜	2131
chang	24264	氅	1698
chang	24264	伥	1014
chang	24264	菖	870
chang	24264	苌	866
chang	24264	阊	332
chang	24264	鬯	129
chang	24264	惝	119
chang	24264	鲳	98
chang	24264	鲿	3
chang	24264	𬬮	0
chao	2426	超	839240
chao	2426	朝	709793
chao	2426	潮	139090
chao	2426	吵	117058
chao	2426	嘲	67228
chao	2426	抄	47668
chao	2426	炒	38581
chao	2426	巢	28649
chao	2426	钞	22089
chao	2426	晁	6804
chao	2426	焯	547
chao	2426	耖	32
chao	2426	怊	15
chao	2426	弨	7
chao	2426	绰	1
che	243	车	1338066
che	243	彻	168415
che	243	扯	131478
che	243	撤	111118
che	243	澈	32041
che	243	掣	7797
che	243	砗	232
che	243	坼	196
che	243	尺	1
che	243	㬚	0
chen	2436	沉	718489
chen	2436	陈	714404
chen	2436	臣	247343
chen	2436	晨	213173
chen	2436	尘	204457
chen	2436	趁	124805
chen	2436	辰	112021
chen	2436	衬	50272
chen	2436	嗔	31168
chen	2436	琛	15726
chen	2436	称	7000
chen	2436	宸	6716
chen	2436	忱	5425
chen	2436	抻	2394
chen	2436	碜	2094
chen	2436	谌	1820
chen	2436	谶	1734
chen	2436	郴	454
chen	2436	棽	300
chen	2436	瞋	263
chen	2436	榇	155
chen	2436	龀	111
chen	2436	疢	12
chen	2436	梣	3
chen	2436	煁	0
chen	2436	𬘭	0
cheng	24364	成	3478315
cheng	24364	城	1258895
cheng	24364	程	590619
cheng	24364	称	442107
cheng	24364	承	361606
cheng	24364	诚	214660
cheng	24364	盛	202048
cheng	24364	乘	131984
cheng	24364	撑	105150
cheng	24364	呈	66909
cheng	24364	惩	46147
cheng	24364	丞	31714
cheng	24364	澄	22349
cheng	24364	逞	20757
cheng	24364	橙	18984
cheng	24364	骋	8977
cheng	24364	瞠	6874
cheng	24364	秤	5682
cheng	24364	铖	1123
cheng	24364	塍	327
cheng	24364	琤	283
cheng	24364	裎	280
cheng	24364	澂	266
cheng	24364	埕	196
cheng	24364	柽	128
cheng	24364	蛏	105
cheng	24364	酲	63
cheng	24364	枨	41
cheng	24364	珵	41
cheng	24364	赪	30
cheng	24364	偁	20
cheng	24364	宬	13
cheng	24364	牚	10
cheng	24364	珹	9
cheng	24364	憕	5
cheng	24364	庱	4
cheng	24364	噌	1
cheng	24364	晟	1
cheng	24364	樘	1
cheng	24364	铛	1
chi	244	吃	1445563
chi	244	持	641315
chi	244	迟	203433
chi	244	赤	174098
chi	244	痴	140246
chi	244	池	132332
chi	244	尺	102253
chi	244	齿	90782
chi	244	斥	82160
chi	244	驰	69666
chi	244	耻	69286
chi	244	翅	64425
chi	244	哧	31474
chi	244	炽	27194
chi	244	嗤	26283
chi	244	蚩	22424
chi	244	叱	18954
chi	244	弛	12591
chi	244	侈	11948
chi	244	啻	4090
chi	244	敕	4087
chi	244	螭	2805
chi	244	魑	2543
chi	244	饬	2326
chi	244	笞	1152
chi	244	匙	1000
chi	244	踟	702
chi	244	墀	556
chi	244	豉	498
chi	244	媸	490
chi	244	褫	484
chi	244	鸱	353
chi	244	彳	148
chi	244	茌	125
chi	244	篪	110
chi	244	𫄨	91
chi	244	瘛	74
chi	244	摛	58
chi	244	眵	56
chi	244	傺	42
chi	244	漦	7
chi	244	胣	3
chi	244	瓻	1
chi	244	痓	0
chong	24664	冲	862983
chong	24664	充	409223
chong	24664	重	114049
chong	24664	虫	110359
chong	24664	崇	107803
chong	24664	宠	86062
chong	24664	忡	15459
chong	24664	憧	12337
chong	24664	铳	3095
chong	24664	舂	1111
chong	24664	艟	555
chong	24664	翀	252
chong	24664	茺	116
chong	24664	珫	11
chong	24664	漴	3
chong	24664	涌	1
chong	24664	种	1
chong	24664	㳘	0
chong	24664	摏	0
chou	2468	抽	270738
chou	2468	仇	208949
chou	2468	臭	122493
chou	2468	丑	95998
chou	2468	愁	93376
chou	2468	筹	54932
chou	2468	瞅	40255
chou	2468	酬	31980
chou	2468	绸	23778
chou	2468	畴	11750
chou	2468	踌	11238
chou	2468	惆	9648
chou	2468	稠	9216
chou	2468	俦	1334
chou	2468	雠	737
chou	2468	瘳	173
chou	2468	犨	169
chou	2468	帱	1
chou	2468	杻	1
chou	2468	侴	0
chou	2468	椆	0
chu	248	出	2294943
chu	248	处	1626691
chu	248	楚	728204
chu	248	除	599918
chu	248	初	455646
chu	248	触	213212
chu	248	厨	89003
chu	248	础	74017
chu	248	储	41834
chu	248	畜	28647
chu	248	褚	16900
chu	248	搐	14053
chu	248	橱	13139
chu	248	躇	11200
chu	248	雏	9648
chu	248	锄	9338
chu	248	矗	7808
chu	248	杵	5556
chu	248	楮	4690
chu	248	怵	3616
chu	248	黜	2320
chu	248	绌	1543
chu	248	蜍	1503
chu	248	刍	1403
chu	248	滁	949
chu	248	樗	823
chu	248	蹰	622
chu	248	憷	432
chu	248	亍	268
chu	248	俶	162
chu	248	斶	9
chu	248	摴	6
chu	248	䝙	1
chu	248	䢺	1
chu	248	濋	0
chu	248	琡	0
chu	248	𬺓	0
chua	2482	欻	3
chuai	24824	揣	27568
chuai	24824	踹	22631
chuai	24824	搋	351
chuai	24824	啜	1
chuan	24826	传	1034638
chuan	24826	穿	634742
chuan	24826	船	345686
chuan	24826	川	193133
chuan	24826	喘	117078
chuan	24826	串	80922
chuan	24826	钏	2743
chuan	24826	椽	1139
chuan	24826	舛	934
chuan	24826	遄	284
chuan	24826	氚	130
chuang	248264	床	465801
chuang	248264	窗	298137
chuang	248264	创	270394
chuang	248264	疮	9968
chuang	248264	闯	8144
chuang	248264	怆	6862
chuang	248264	幢	100
chuang	248264	噇	21
chui	2484	吹	209806
chui	2484	垂	119904
chui	2484	锤	36163
chui	2484	捶	18237
chui	2484	炊	9154
chui	2484	槌	4044
chui	2484	陲	2456
chui	2484	棰	405
chui	2484	倕	17
chui	2484	圌	1
chui	2484	椎	1
chun	2486	春	414544
chun	2486	纯	212265
chun	2486	唇	161329
chun	2486	蠢	63523
chun	2486	淳	18919
chun	2486	醇	12444
chun	2486	椿	2532
chun	2486	鹑	1695
chun	2486	莼	493
chun	2486	蝽	15
chun	2486	瑃	1
chun	2486	䲠	0
chun	2486	堾	0
chun	2486	𬭚	0
chuo	2486	戳	20671
chuo	2486	啜	9057
chuo	2486	龊	7295
chuo	2486	辍	3649
chuo	2486	绰	2793
chuo	2486	踔	162
chuo	2486	惙	15
chuo	2486	逴	4
ci	24	此	2725965
ci	24	次	2307457
ci	24	刺	394555
ci	24	词	196564
ci	24	辞	130150
ci	24	慈	93047
ci	24	赐	81549
ci	24	磁	28220
ci	24	伺	27405
ci	24	瓷	24855
ci	24	茨	23761
ci	24	雌	10979
ci	24	祠	10484
ci	24	呲	6309
ci	24	疵	4857
ci	24	泚	435
ci	24	糍	401
ci	24	鹚	268
ci	24	茈	92
ci	24	跐	53
ci	24	玼	16
ci	24	佽	11
ci	24	兹	1
ci	24	差	1
ci	24	莿	0
ci	24	𫚖	0
cong	2664	从	3173776
cong	2664	匆	170609
cong	2664	聪	138731
cong	2664	丛	84509
cong	2664	葱	24137
cong	2664	琮	3330
cong	2664	淙	3304
cong	2664	囱	3098
cong	2664	骢	1056
cong	2664	苁	659
cong	2664	枞	609
cong	2664	璁	500
cong	2664	熜	295
cong	2664	悰	85
cou	268	凑	97611
cou	268	辏	246
cou	268	腠	72
cu	28	粗	159898
cu	28	促	114240
cu	28	醋	33580
cu	28	簇	19096
cu	28	猝	12077
cu	28	蹙	10904
cu	28	蹴	1919
cu	28	卒	600
cu	28	徂	560
cu	28	酢	371
cu	28	殂	248
cu	28	蔟	192
cuan	2826	窜	65974
cuan	2826	蹿	12631
cuan	2826	篡	6922
cuan	2826	撺	1661
cuan	2826	攒	300
cuan	2826	汆	182
cuan	2826	爨	137
cuan	2826	镩	16
cui	284	脆	145125
cui	284	催	86151
cui	284	翠	82046
cui	284	崔	71661
cui	284	摧	40766
cui	284	粹	36862
cui	284	悴	19029
cui	284	璀	8045
cui	284	啐	7044
cui	284	萃	6318
cui	284	瘁	3936
cui	284	淬	3322
cui	284	榱	81
cui	284	毳	60
cui	284	漼	23
cui	284	缞	12
cun	286	存	485467
cun	286	村	343959
cun	286	寸	85513
cun	286	忖	25374
cun	286	皴	307
cun	286	邨	108
cuo	286	错	839927
cuo	286	措	104929
cuo	286	挫	32364
cuo	286	搓	28103
cuo	286	撮	10534
cuo	286	磋	10397
cuo	286	蹉	1454
cuo	286	锉	1419
cuo	286	厝	794
cuo	286	矬	654
cuo	286	嵯	555
cuo	286	痤	358
cuo	286	鹾	214
cuo	286	脞	55
cuo	286	瑳	14
cuo	286	棤	0
cuo	286	莝	0
da	32	大	10828984
da	32	打	2882337
da	32	答	796906
da	32	达	741782
da	32	搭	135458
da	32	哒	21140
da	32	瘩	17347
da	32	嗒	16686
da	32	沓	8322
da	32	耷	8256
da	32	鞑	6703
da	32	靼	4059
da	32	妲	1246
da	32	褡	950
da	32	跶	550
da	32	怛	530
da	32	笪	107
da	32	垯	33
da	32	溚	32
da	32	炟	12
da	32	荙	4
da	32	𫟼	2
da	32	鿎	0
da	32	𨱏	0
dai	324	带	1491966
dai	324	代	932729
dai	324	待	658854
dai	324	呆	427048
dai	324	袋	303806
dai	324	戴	189960
dai	324	黛	51658
dai	324	歹	42757
dai	324	贷	29412
dai	324	逮	28151
dai	324	怠	21247
dai	324	殆	12048
dai	324	岱	6015
dai	324	玳	2810
dai	324	呔	1546
dai	324	傣	1082
dai	324	大	649
dai	324	迨	552
dai	324	绐	373
dai	324	叇	327
dai	324	埭	95
dai	324	骀	79
dai	324	轪	39
dai	324	垈	0
dan	326	但	7505257
dan	326	单	738919
dan	326	淡	518865
dan	326	担	442662
dan	326	弹	355948
dan	326	丹	255714
dan	326	蛋	255478
dan	326	胆	204655
dan	326	旦	154394
dan	326	诞	44248
dan	326	耽	39196
dan	326	惮	16732
dan	326	石	14278
dan	326	眈	12773
dan	326	丼	9000
dan	326	澹	6736
dan	326	掸	4870
dan	326	郸	4714
dan	326	殚	1412
dan	326	啖	1197
dan	326	氮	963
dan	326	儋	911
dan	326	聃	561
dan	326	箪	440
dan	326	亶	342
dan	326	疸	324
dan	326	萏	237
dan	326	𬘘	95
dan	326	瘅	36
dan	326	疍	26
dan	326	赕	6
dan	326	𫢸	3
dan	326	憺	2
dan	326	膻	1
dang	3264	当	3437226
dang	3264	党	242508
dang	3264	荡	226789
dang	3264	挡	211337
dang	3264	档	65508
dang	3264	铛	13183
dang	3264	裆	6838
dang	3264	宕	2794
dang	3264	砀	640
dang	3264	珰	527
dang	3264	凼	385
dang	3264	谠	166
dang	3264	垱	108
dang	3264	菪	48
dang	3264	筜	8
dang	3264	𣗋	0
dang	3264	𬍡	0
dao	326	到	11505436
dao	326	倒	1085421
dao	326	道	1062553
dao	326	刀	723425
dao	326	导	486193
dao	326	岛	186833
dao	326	盗	136597
dao	326	叨	42609
dao	326	蹈	34345
dao	326	祷	33213
dao	326	捣	32179
dao	326	稻	21277
dao	326	悼	9880
dao	326	纛	894
dao	326	忉	104
dao	326	氘	93
dao	326	捯	70
dao	326	鱽	23
dao	326	舠	2
dao	326	帱	1
de	33	的	76938354
de	33	地	8804040
de	33	得	7186260
de	33	德	733775
de	33	嘚	357
de	33	锝	187
dei	334	得	7186260
dei	334	嘚	1
den	336	扽	81
deng	3364	等	2002114
deng	3364	灯	290150
deng	3364	登	215944
deng	3364	瞪	186802
deng	3364	邓	78843
deng	3364	凳	36123
deng	3364	蹬	23651
deng	3364	噔	11503
deng	3364	镫	1333
deng	3364	磴	262
deng	3364	澄	200
deng	3364	戥	143
deng	3364	嶝	55
deng	3364	璒	3
di	34	地	8804040
di	34	第	2558818
di	34	弟	931804
di	34	底	806359
di	34	低	646263
di	34	帝	643284
di	34	敌	534220
di	34	抵	168424
di	34	递	161919
di	34	迪	150391
di	34	滴	147754
di	34	的	106917
di	34	蒂	105801
di	34	狄	58778
di	34	笛	43923
di	34	嘀	42614
di	34	堤	19816
di	34	邸	15950
di	34	嫡	9082
di	34	棣	8329
di	34	缔	8273
di	34	谛	7639
di	34	涤	7510
di	34	荻	6563
di	34	娣	4964
di	34	诋	3468
di	34	氐	2156
di	34	砥	2013
di	34	镝	1122
di	34	睇	889
di	34	坻	419
di	34	柢	308
di	34	鞮	247
di	34	羝	236
di	34	觌	148
